"Plot Title: 11-14MAR19_LightTempLogger_CH04"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20454915, SEN S/N: 20454915)","Intensity, lum/ft² (LGR S/N: 20454915, SEN S/N: 20454915)","Coupler Attached (LGR S/N: 20454915)","Coupler Detached (LGR S/N: 20454915)","Stopped (LGR S/N: 20454915)","End Of File (LGR S/N: 20454915)"
405,03/14/19 02:47:52 AM,15.378,0.0,,,,
406,03/14/19 02:57:52 AM,15.569,0.0,,,,
407,03/14/19 03:07:52 AM,15.378,0.0,,,,
408,03/14/19 03:17:52 AM,15.378,0.0,,,,
409,03/14/19 03:27:52 AM,15.473,0.0,,,,
410,03/14/19 03:37:52 AM,15.473,0.0,,,,
411,03/14/19 03:47:52 AM,15.378,0.0,,,,
412,03/14/19 03:57:52 AM,15.473,0.0,,,,
413,03/14/19 04:07:52 AM,15.473,0.0,,,,
414,03/14/19 04:17:52 AM,15.473,0.0,,,,
415,03/14/19 04:27:52 AM,15.473,0.0,,,,
416,03/14/19 04:37:52 AM,15.378,0.0,,,,
417,03/14/19 04:47:52 AM,15.473,0.0,,,,
418,03/14/19 04:57:52 AM,15.569,0.0,,,,
419,03/14/19 05:07:52 AM,15.378,0.0,,,,
420,03/14/19 05:17:52 AM,15.378,0.0,,,,
421,03/14/19 05:27:52 AM,15.473,0.0,,,,
422,03/14/19 05:37:52 AM,15.569,0.0,,,,
423,03/14/19 05:47:52 AM,15.473,0.0,,,,
424,03/14/19 05:57:52 AM,15.473,0.0,,,,
425,03/14/19 06:07:52 AM,15.569,0.0,,,,
426,03/14/19 06:17:52 AM,15.473,0.0,,,,
427,03/14/19 06:27:52 AM,15.473,0.0,,,,
428,03/14/19 06:37:52 AM,15.473,0.0,,,,
429,03/14/19 06:47:52 AM,15.569,0.0,,,,
430,03/14/19 06:57:52 AM,15.473,0.0,,,,
431,03/14/19 07:07:52 AM,15.378,0.0,,,,
432,03/14/19 07:17:52 AM,15.473,0.0,,,,
433,03/14/19 07:27:52 AM,15.569,0.0,,,,
434,03/14/19 07:37:52 AM,15.569,0.0,,,,
435,03/14/19 07:47:52 AM,15.569,0.0,,,,
436,03/14/19 07:57:52 AM,15.473,0.0,,,,
437,03/14/19 08:07:52 AM,15.378,0.0,,,,
438,03/14/19 08:17:52 AM,15.473,0.0,,,,
439,03/14/19 08:27:52 AM,15.473,0.0,,,,
440,03/14/19 08:37:52 AM,15.569,0.0,,,,
441,03/14/19 08:47:52 AM,15.473,0.0,,,,
442,03/14/19 08:57:52 AM,15.473,0.0,,,,
