"Plot Title: 11-25MAR19_20449374_Conductivity"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °C (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
494,03/14/19 05:31:30 PM,33041.7,27979.9,8.89,40176.7,25.6475,,,,
495,03/14/19 05:41:30 PM,33041.7,27999.1,8.88,40214.2,25.6741,,,,
496,03/14/19 05:51:30 PM,33041.7,27993.6,8.89,40196.2,25.6613,,,,
497,03/14/19 06:01:30 PM,33041.7,27985.4,8.89,40184.5,25.6530,,,,
498,03/14/19 06:11:30 PM,33041.7,27993.6,8.88,40206.4,25.6685,,,,
499,03/14/19 06:21:30 PM,33041.7,28015.7,8.87,40248.0,25.6980,,,,
500,03/14/19 06:31:30 PM,33041.7,27993.6,8.87,40216.5,25.6757,,,,
501,03/14/19 06:41:30 PM,33041.7,27999.1,8.86,40234.5,25.6885,,,,
502,03/14/19 06:51:30 PM,33041.7,28015.7,8.84,40278.5,25.7197,,,,
503,03/14/19 07:01:30 PM,33041.7,28051.5,8.83,40339.8,25.7631,,,,
504,03/14/19 07:11:30 PM,33041.7,28029.4,8.81,40328.7,25.7553,,,,
505,03/14/19 07:21:30 PM,33041.7,28007.4,8.80,40307.5,25.7402,,,,
506,03/14/19 07:31:30 PM,33041.7,28037.7,8.78,40371.2,25.7854,,,,
507,03/14/19 07:41:30 PM,33041.7,28029.4,8.76,40379.8,25.7915,,,,
508,03/14/19 07:51:30 PM,33041.7,28037.7,8.75,40401.8,25.8072,,,,
509,03/14/19 08:01:30 PM,33041.7,28021.2,8.74,40388.5,25.7977,,,,
510,03/14/19 08:11:30 PM,33041.7,28015.7,8.73,40390.9,25.7994,,,,
511,03/14/19 08:21:30 PM,33041.7,28029.4,8.72,40420.7,25.8206,,,,
512,03/14/19 08:31:30 PM,33041.7,28023.9,8.71,40423.1,25.8223,,,,
513,03/14/19 08:41:30 PM,33041.7,28068.1,8.70,40496.5,25.8744,,,,
514,03/14/19 08:51:30 PM,33041.7,28059.8,8.68,40505.2,25.8805,,,,
515,03/14/19 09:01:30 PM,33041.7,28046.0,8.67,40495.7,25.8738,,,,
516,03/14/19 09:11:30 PM,33041.7,28073.6,8.67,40535.2,25.9019,,,,
517,03/14/19 09:21:30 PM,33041.7,28081.9,8.66,40557.4,25.9176,,,,
518,03/14/19 09:31:30 PM,33041.7,28104.0,8.66,40589.0,25.9401,,,,
519,03/14/19 09:41:30 PM,33041.7,28129.0,8.65,40635.1,25.9728,,,,
520,03/14/19 09:51:30 PM,33041.7,28142.8,8.64,40665.2,25.9941,,,,
521,03/14/19 10:01:30 PM,33041.7,28126.2,8.63,40651.7,25.9846,,,,
522,03/14/19 10:11:30 PM,33041.7,28104.0,8.64,40609.6,25.9547,,,,
523,03/14/19 10:21:30 PM,33041.7,28120.6,8.63,40643.7,25.9789,,,,
524,03/14/19 10:31:30 PM,33041.7,28142.8,8.62,40685.8,26.0088,,,,
525,03/14/19 10:41:30 PM,33041.7,28120.6,8.62,40654.0,25.9862,,,,
526,03/14/19 10:51:30 PM,33041.7,28134.5,8.62,40673.9,26.0004,,,,
527,03/14/19 11:01:30 PM,33041.7,28120.6,8.60,40674.7,26.0009,,,,
528,03/14/19 11:11:30 PM,33041.7,28134.5,8.60,40694.6,26.0150,,,,
529,03/14/19 11:21:30 PM,33041.7,28109.6,8.59,40669.2,25.9970,,,,
530,03/14/19 11:31:30 PM,33041.7,28120.6,8.59,40685.0,26.0082,,,,
531,03/14/19 11:41:30 PM,33041.7,28095.7,8.59,40649.3,25.9829,,,,
532,03/14/19 11:51:30 PM,33041.7,28142.8,8.58,40727.2,26.0382,,,,
533,03/15/19 12:01:30 AM,33041.7,28120.6,8.58,40695.3,26.0156,,,,
534,03/15/19 12:11:30 AM,33041.7,28142.8,8.58,40727.2,26.0382,,,,
535,03/15/19 12:21:30 AM,33041.7,28112.3,8.58,40683.4,26.0071,,,,
536,03/15/19 12:31:30 AM,33041.7,28112.3,8.58,40683.4,26.0071,,,,
537,03/15/19 12:41:30 AM,33041.7,28095.7,8.58,40659.6,25.9902,,,,
538,03/15/19 12:51:30 AM,33041.7,28112.3,8.58,40683.4,26.0071,,,,
539,03/15/19 01:01:30 AM,33041.7,28090.2,8.58,40651.7,25.9846,,,,
540,03/15/19 01:11:30 AM,33041.7,28054.3,8.58,40600.2,25.9480,,,,
541,03/15/19 01:21:30 AM,33041.7,28046.0,8.58,40588.3,25.9396,,,,
542,03/15/19 01:31:30 AM,33041.7,28032.2,8.58,40568.5,25.9255,,,,
543,03/15/19 01:41:30 AM,33041.7,28032.2,8.57,40578.9,25.9328,,,,
544,03/15/19 01:51:30 AM,33041.7,28001.9,8.57,40535.4,25.9020,,,,
545,03/15/19 02:01:30 AM,33041.7,28001.9,8.57,40535.4,25.9020,,,,
546,03/15/19 02:11:30 AM,33041.7,28001.9,8.56,40545.7,25.9093,,,,
547,03/15/19 02:21:30 AM,33041.7,28018.4,8.56,40569.4,25.9261,,,,
548,03/15/19 02:31:30 AM,33041.7,28004.6,8.56,40549.6,25.9120,,,,
549,03/15/19 02:41:30 AM,33041.7,27979.9,8.55,40524.4,25.8942,,,,
550,03/15/19 02:51:30 AM,33041.7,27996.4,8.55,40548.1,25.9110,,,,
551,03/15/19 03:01:30 AM,33041.7,27979.9,8.55,40524.4,25.8942,,,,
552,03/15/19 03:11:30 AM,33041.7,27996.4,8.55,40548.1,25.9110,,,,
553,03/15/19 03:21:30 AM,33041.7,27988.1,8.55,40536.2,25.9025,,,,
554,03/15/19 03:31:30 AM,33041.7,27979.9,8.53,40545.0,25.9088,,,,
555,03/15/19 03:41:30 AM,33041.7,27993.6,8.55,40544.1,25.9081,,,,
556,03/15/19 03:51:30 AM,33041.7,28010.1,8.53,40588.4,25.9396,,,,
557,03/15/19 04:01:30 AM,33041.7,27985.4,8.53,40552.9,25.9144,,,,
558,03/15/19 04:11:30 AM,33041.7,27985.4,8.53,40552.9,25.9144,,,,
559,03/15/19 04:21:30 AM,33041.7,28018.4,8.53,40600.3,25.9481,,,,
560,03/15/19 04:31:30 AM,33041.7,27988.1,8.55,40536.2,25.9025,,,,
561,03/15/19 04:41:30 AM,33041.7,28010.1,8.52,40598.7,25.9469,,,,
562,03/15/19 04:51:30 AM,33041.7,27993.6,8.53,40564.7,25.9228,,,,
563,03/15/19 05:01:30 AM,33041.7,27988.1,8.52,40567.1,25.9245,,,,
564,03/15/19 05:11:30 AM,33041.7,27966.2,8.53,40525.3,25.8948,,,,
565,03/15/19 05:21:30 AM,33041.7,27971.7,8.53,40533.2,25.9004,,,,
566,03/15/19 05:31:30 AM,33041.7,28001.9,8.53,40576.6,25.9312,,,,
567,03/15/19 05:41:30 AM,33041.7,28001.9,8.52,40586.9,25.9386,,,,
568,03/15/19 05:51:30 AM,33041.7,27979.9,8.53,40545.0,25.9088,,,,
569,03/15/19 06:01:30 AM,33041.7,28001.9,8.52,40586.9,25.9386,,,,
570,03/15/19 06:11:30 AM,33041.7,27988.1,8.52,40567.1,25.9245,,,,
571,03/15/19 06:21:30 AM,33041.7,27979.9,8.52,40555.3,25.9161,,,,
572,03/15/19 06:31:30 AM,33041.7,27982.6,8.52,40559.2,25.9189,,,,
573,03/15/19 06:41:30 AM,33041.7,27988.1,8.53,40556.8,25.9172,,,,
574,03/15/19 06:51:30 AM,33041.7,27971.7,8.53,40533.2,25.9004,,,,
575,03/15/19 07:01:30 AM,33041.7,27993.6,8.53,40564.7,25.9228,,,,
576,03/15/19 07:11:30 AM,33041.7,27985.4,8.53,40552.9,25.9144,,,,
577,03/15/19 07:21:30 AM,33041.7,27985.4,8.53,40552.9,25.9144,,,,
578,03/15/19 07:31:30 AM,33041.7,28018.4,8.53,40600.3,25.9481,,,,
579,03/15/19 07:41:30 AM,33041.7,28007.4,8.53,40584.5,25.9368,,,,
580,03/15/19 07:51:30 AM,33041.7,27988.1,8.53,40556.8,25.9172,,,,
581,03/15/19 08:01:30 AM,33041.7,27993.6,8.53,40564.7,25.9228,,,,
582,03/15/19 08:11:30 AM,33041.7,27988.1,8.53,40556.8,25.9172,,,,
583,03/15/19 08:21:30 AM,33041.7,28007.4,8.53,40584.5,25.9368,,,,
584,03/15/19 08:31:30 AM,33041.7,27993.6,8.55,40544.1,25.9081,,,,
585,03/15/19 08:41:30 AM,33041.7,28001.9,8.53,40576.6,25.9312,,,,
586,03/15/19 08:51:30 AM,33041.7,27993.6,8.53,40564.7,25.9228,,,,
587,03/15/19 09:01:30 AM,33041.7,27944.2,8.53,40493.7,25.8724,,,,
588,03/15/19 09:11:30 AM,33041.7,27971.7,8.53,40533.2,25.9004,,,,
589,03/15/19 09:21:30 AM,33041.7,27971.7,8.55,40512.6,25.8858,,,,
590,03/15/19 09:31:30 AM,33041.7,28001.9,8.55,40556.0,25.9166,,,,
591,03/15/19 09:41:30 AM,33041.7,28007.4,8.55,40563.9,25.9222,,,,
592,03/15/19 09:51:30 AM,33041.7,28007.4,8.56,40553.6,25.9149,,,,
593,03/15/19 10:01:30 AM,33041.7,28018.4,8.56,40569.4,25.9261,,,,
594,03/15/19 10:11:30 AM,33041.7,28007.4,8.58,40533.0,25.9003,,,,
595,03/15/19 10:21:30 AM,33041.7,28023.9,8.58,40556.6,25.9171,,,,
596,03/15/19 10:31:30 AM,33041.7,28023.9,8.58,40556.6,25.9171,,,,
597,03/15/19 10:41:30 AM,33041.7,27985.4,8.59,40491.1,25.8706,,,,
598,03/15/19 10:51:30 AM,33041.7,28023.9,8.60,40536.0,25.9024,,,,
599,03/15/19 11:01:30 AM,33041.7,27999.1,8.62,40479.9,25.8626,,,,
600,03/15/19 11:11:30 AM,33041.7,28021.2,8.63,40501.3,25.8778,,,,
601,03/15/19 11:21:30 AM,33041.7,28029.4,8.63,40513.1,25.8861,,,,
602,03/15/19 11:31:30 AM,33041.7,28051.5,8.64,40534.4,25.9013,,,,
603,03/15/19 11:41:30 AM,33041.7,28059.8,8.65,40536.0,25.9024,,,,
604,03/15/19 11:51:30 AM,33041.7,28026.7,8.66,40478.4,25.8615,,,,
605,03/15/19 12:01:30 PM,33041.7,28065.3,8.67,40523.4,25.8934,,,,
606,03/15/19 12:11:30 PM,33041.7,28051.5,8.67,40503.6,25.8794,,,,
607,03/15/19 12:21:30 PM,33041.7,28051.5,8.68,40493.3,25.8721,,,,
608,03/15/19 12:31:30 PM,33041.7,28043.2,8.70,40460.9,25.8491,,,,
609,03/15/19 12:41:30 PM,33041.7,28043.2,8.70,40460.9,25.8491,,,,
610,03/15/19 12:51:30 PM,33041.7,28034.9,8.71,40438.8,25.8334,,,,
611,03/15/19 01:01:30 PM,33041.7,28021.2,8.71,40419.2,25.8195,,,,
612,03/15/19 01:11:30 PM,33041.7,28026.7,8.72,40416.8,25.8178,,,,
613,03/15/19 01:21:30 PM,33041.7,27999.1,8.71,40387.6,25.7971,,,,
614,03/15/19 01:31:30 PM,33041.7,28021.2,8.72,40409.0,25.8122,,,,
615,03/15/19 01:41:30 PM,33041.7,28026.7,8.74,40396.4,25.8033,,,,
616,03/15/19 01:51:30 PM,33041.7,28043.2,8.75,40409.7,25.8128,,,,
617,03/15/19 02:01:30 PM,33041.7,28034.9,8.75,40397.8,25.8043,,,,
618,03/15/19 02:11:30 PM,33041.7,28043.2,8.78,40379.0,25.7910,,,,
619,03/15/19 02:21:30 PM,33041.7,28026.7,8.79,40345.2,25.7670,,,,
620,03/15/19 02:31:30 PM,33041.7,28040.5,8.80,40354.7,25.7737,,,,
621,03/15/19 02:41:30 PM,33041.7,28057.0,8.81,40368.0,25.7832,,,,
622,03/15/19 02:51:30 PM,33041.7,28062.5,8.82,40365.7,25.7815,,,,
623,03/15/19 03:01:30 PM,33041.7,28084.6,8.83,40387.0,25.7966,,,,
624,03/15/19 03:11:30 PM,33041.7,28084.6,8.84,40376.7,25.7894,,,,
625,03/15/19 03:21:30 PM,33041.7,28106.8,8.86,40387.9,25.7973,,,,
626,03/15/19 03:31:30 PM,33041.7,28079.1,8.86,40348.5,25.7693,,,,
627,03/15/19 03:41:30 PM,33041.7,28092.9,8.87,40357.9,25.7760,,,,
628,03/15/19 03:51:30 PM,33041.7,28098.5,8.87,40365.9,25.7817,,,,
629,03/15/19 04:01:30 PM,33041.7,28098.5,8.87,40365.9,25.7817,,,,
630,03/15/19 04:11:30 PM,33041.7,28098.5,8.87,40365.9,25.7817,,,,
631,03/15/19 04:21:30 PM,33041.7,28098.5,8.88,40355.7,25.7744,,,,
632,03/15/19 04:31:30 PM,33041.7,28090.2,8.89,40333.7,25.7588,,,,
633,03/15/19 04:41:30 PM,33041.7,28076.4,8.88,40324.2,25.7521,,,,
634,03/15/19 04:51:30 PM,33041.7,28106.8,8.88,40367.5,25.7828,,,,
635,03/15/19 05:01:30 PM,33041.7,28070.8,8.88,40316.3,25.7465,,,,
636,03/15/19 05:11:30 PM,33041.7,28084.6,8.88,40335.9,25.7604,,,,
637,03/15/19 05:21:30 PM,33041.7,28079.1,8.88,40328.1,25.7549,,,,
638,03/15/19 05:31:30 PM,33041.7,28057.0,8.87,40306.8,25.7398,,,,
639,03/15/19 05:41:30 PM,33041.7,28076.4,8.87,40334.4,25.7594,,,,
640,03/15/19 05:51:30 PM,33041.7,28068.1,8.87,40322.6,25.7510,,,,
641,03/15/19 06:01:30 PM,33041.7,28023.9,8.87,40259.7,25.7063,,,,
642,03/15/19 06:11:30 PM,33041.7,28032.2,8.86,40281.7,25.7219,,,,
643,03/15/19 06:21:30 PM,33041.7,28026.7,8.88,40253.5,25.7019,,,,
644,03/15/19 06:31:30 PM,33041.7,28018.4,8.88,40241.7,25.6936,,,,
645,03/15/19 06:41:30 PM,33041.7,27982.6,8.90,40170.4,25.6430,,,,
646,03/15/19 06:51:30 PM,33041.7,27966.2,8.90,40147.0,25.6265,,,,
647,03/15/19 07:01:30 PM,33041.7,27982.6,8.90,40170.4,25.6430,,,,
648,03/15/19 07:11:30 PM,33041.7,27982.6,8.90,40170.4,25.6430,,,,
649,03/15/19 07:21:30 PM,33041.7,27974.4,8.89,40168.9,25.6419,,,,
650,03/15/19 07:31:30 PM,33041.7,27960.7,8.88,40159.5,25.6353,,,,
651,03/15/19 07:41:30 PM,33041.7,27982.6,8.87,40200.9,25.6646,,,,
652,03/15/19 07:51:30 PM,33041.7,27947.0,8.86,40160.3,25.6359,,,,
653,03/15/19 08:01:30 PM,33041.7,27938.7,8.83,40179.0,25.6491,,,,
654,03/15/19 08:11:30 PM,33041.7,27960.7,8.82,40220.5,25.6785,,,,
655,03/15/19 08:21:30 PM,33041.7,27960.7,8.80,40240.9,25.6930,,,,
656,03/15/19 08:31:30 PM,33041.7,27960.7,8.78,40261.3,25.7074,,,,
657,03/15/19 08:41:30 PM,33041.7,27955.2,8.76,40273.8,25.7163,,,,
658,03/15/19 08:51:30 PM,33041.7,27952.4,8.75,40280.0,25.7207,,,,
659,03/15/19 09:01:30 PM,33041.7,27947.0,8.73,40292.7,25.7297,,,,
660,03/15/19 09:11:30 PM,33041.7,27968.9,8.72,40334.2,25.7592,,,,
661,03/15/19 09:21:30 PM,33041.7,27955.2,8.71,40324.9,25.7526,,,,
662,03/15/19 09:31:30 PM,33041.7,27960.7,8.70,40342.9,25.7654,,,,
663,03/15/19 09:41:30 PM,33041.7,27968.9,8.70,40354.7,25.7737,,,,
664,03/15/19 09:51:30 PM,33041.7,27999.1,8.67,40428.6,25.8262,,,,
665,03/15/19 10:01:30 PM,33041.7,27968.9,8.67,40385.4,25.7955,,,,
666,03/15/19 10:11:30 PM,33041.7,27952.4,8.66,40372.0,25.7860,,,,
667,03/15/19 10:21:30 PM,33041.7,27990.9,8.65,40437.4,25.8324,,,,
668,03/15/19 10:31:30 PM,33041.7,28004.6,8.65,40457.0,25.8463,,,,
669,03/15/19 10:41:30 PM,33041.7,28004.6,8.65,40457.0,25.8463,,,,
670,03/15/19 10:51:30 PM,33041.7,28012.9,8.65,40468.9,25.8548,,,,
671,03/15/19 11:01:30 PM,33041.7,28043.2,8.65,40512.3,25.8856,,,,
672,03/15/19 11:11:30 PM,33041.7,28043.2,8.65,40512.3,25.8856,,,,
673,03/15/19 11:21:30 PM,33041.7,28070.8,8.65,40551.8,25.9136,,,,
674,03/15/19 11:31:30 PM,33041.7,28084.6,8.64,40581.8,25.9350,,,,
675,03/15/19 11:41:30 PM,33041.7,28062.5,8.65,40539.9,25.9052,,,,
676,03/15/19 11:51:30 PM,33041.7,28106.8,8.65,40603.3,25.9502,,,,
677,03/16/19 12:01:30 AM,33041.7,28098.5,8.65,40591.5,25.9418,,,,
678,03/16/19 12:11:30 AM,33041.7,28101.3,8.65,40595.5,25.9446,,,,
679,03/16/19 12:21:30 AM,33041.7,28115.1,8.64,40625.5,25.9660,,,,
680,03/16/19 12:31:30 AM,33041.7,28106.8,8.64,40613.6,25.9575,,,,
681,03/16/19 12:41:30 AM,33041.7,28129.0,8.64,40645.4,25.9801,,,,
682,03/16/19 12:51:30 AM,33041.7,28137.3,8.63,40667.6,25.9959,,,,
683,03/16/19 01:01:30 AM,33041.7,28129.0,8.63,40655.7,25.9874,,,,
684,03/16/19 01:11:30 AM,33041.7,28129.0,8.63,40655.7,25.9874,,,,
685,03/16/19 01:21:30 AM,33041.7,28123.4,8.63,40647.7,25.9817,,,,
686,03/16/19 01:31:30 AM,33041.7,28115.1,8.60,40666.8,25.9953,,,,
687,03/16/19 01:41:30 AM,33041.7,28101.3,8.60,40647.0,25.9812,,,,
688,03/16/19 01:51:30 AM,33041.7,28079.1,8.58,40635.8,25.9733,,,,
689,03/16/19 02:01:30 AM,33041.7,28048.7,8.58,40592.2,25.9423,,,,
690,03/16/19 02:11:30 AM,33041.7,28043.2,8.57,40594.6,25.9440,,,,
691,03/16/19 02:21:30 AM,33041.7,28029.4,8.56,40585.1,25.9373,,,,
692,03/16/19 02:31:30 AM,33041.7,28012.9,8.55,40571.8,25.9278,,,,
693,03/16/19 02:41:30 AM,33041.7,28034.9,8.55,40603.4,25.9502,,,,
694,03/16/19 02:51:30 AM,33041.7,28021.2,8.55,40583.7,25.9363,,,,
695,03/16/19 03:01:30 AM,33041.7,28015.7,8.55,40575.8,25.9307,,,,
696,03/16/19 03:11:30 AM,33041.7,28004.6,8.53,40580.5,25.9340,,,,
697,03/16/19 03:21:30 AM,33041.7,27999.1,8.53,40572.6,25.9284,,,,
698,03/16/19 03:31:30 AM,33041.7,27982.6,8.53,40548.9,25.9116,,,,
699,03/16/19 03:41:30 AM,33041.7,27985.4,8.52,40563.2,25.9217,,,,
700,03/16/19 03:51:30 AM,33041.7,27985.4,8.52,40563.2,25.9217,,,,
701,03/16/19 04:01:30 AM,33041.7,27977.1,8.52,40551.3,25.9133,,,,
702,03/16/19 04:11:30 AM,33041.7,27977.1,8.51,40561.6,25.9206,,,,
703,03/16/19 04:21:30 AM,33041.7,27947.0,8.51,40518.4,25.8899,,,,
704,03/16/19 04:31:30 AM,33041.7,27947.0,8.51,40518.4,25.8899,,,,
705,03/16/19 04:41:30 AM,33041.7,27949.7,8.51,40522.2,25.8926,,,,
706,03/16/19 04:51:30 AM,33041.7,27947.0,8.51,40518.4,25.8899,,,,
707,03/16/19 05:01:30 AM,33041.7,27955.2,8.51,40530.1,25.8982,,,,
708,03/16/19 05:11:30 AM,33041.7,27925.0,8.51,40486.8,25.8674,,,,
709,03/16/19 05:21:30 AM,33041.7,27963.4,8.50,40552.2,25.9139,,,,
710,03/16/19 05:31:30 AM,33041.7,27941.5,8.50,40520.8,25.8916,,,,
711,03/16/19 05:41:30 AM,33041.7,27949.7,8.50,40532.5,25.9000,,,,
712,03/16/19 05:51:30 AM,33041.7,27949.7,8.51,40522.2,25.8926,,,,
713,03/16/19 06:01:30 AM,33041.7,27941.5,8.51,40510.5,25.8843,,,,
714,03/16/19 06:11:30 AM,33041.7,27941.5,8.51,40510.5,25.8843,,,,
715,03/16/19 06:21:30 AM,33041.7,27955.2,8.51,40530.1,25.8982,,,,
716,03/16/19 06:31:30 AM,33041.7,27941.5,8.51,40510.5,25.8843,,,,
717,03/16/19 06:41:30 AM,33041.7,27927.8,8.51,40490.8,25.8703,,,,
718,03/16/19 06:51:30 AM,33041.7,27947.0,8.50,40528.7,25.8972,,,,
719,03/16/19 07:01:30 AM,33041.7,27941.5,8.50,40520.8,25.8916,,,,
720,03/16/19 07:11:30 AM,33041.7,27941.5,8.49,40531.1,25.8989,,,,
721,03/16/19 07:21:30 AM,33041.7,27963.4,8.49,40562.6,25.9213,,,,
722,03/16/19 07:31:30 AM,33041.7,27957.9,8.49,40554.6,25.9156,,,,
723,03/16/19 07:41:30 AM,33041.7,27941.5,8.48,40541.4,25.9062,,,,
724,03/16/19 07:51:30 AM,33041.7,27963.4,8.49,40562.6,25.9213,,,,
725,03/16/19 08:01:30 AM,33041.7,27955.2,8.48,40561.1,25.9202,,,,
726,03/16/19 08:11:30 AM,33041.7,27963.4,8.48,40572.9,25.9286,,,,
727,03/16/19 08:21:30 AM,33041.7,27977.1,8.48,40592.6,25.9426,,,,
728,03/16/19 08:31:30 AM,33041.7,27977.1,8.49,40582.3,25.9352,,,,
729,03/16/19 08:41:30 AM,33041.7,27955.2,8.49,40550.8,25.9129,,,,
730,03/16/19 08:51:30 AM,33041.7,27982.6,8.50,40579.8,25.9335,,,,
731,03/16/19 09:01:30 AM,33041.7,27999.1,8.50,40603.5,25.9504,,,,
732,03/16/19 09:11:30 AM,33041.7,28012.9,8.51,40613.1,25.9571,,,,
733,03/16/19 09:21:30 AM,33041.7,28012.9,8.52,40602.7,25.9498,,,,
734,03/16/19 09:31:30 AM,33041.7,28048.7,8.53,40643.8,25.9790,,,,
735,03/16/19 09:41:30 AM,33041.7,28012.9,8.55,40571.8,25.9278,,,,
736,03/16/19 09:51:30 AM,33041.7,28026.7,8.57,40571.0,25.9272,,,,
737,03/16/19 10:01:30 AM,33041.7,28043.2,8.58,40584.3,25.9367,,,,
738,03/16/19 10:11:30 AM,33041.7,28057.0,8.59,40593.8,25.9434,,,,
739,03/16/19 10:21:30 AM,33041.7,28062.5,8.60,40591.4,25.9417,,,,
740,03/16/19 10:31:30 AM,33041.7,28070.8,8.62,40582.7,25.9355,,,,
741,03/16/19 10:41:30 AM,33041.7,28084.6,8.62,40602.4,25.9496,,,,
742,03/16/19 10:51:30 AM,33041.7,28068.1,8.64,40558.2,25.9182,,,,
743,03/16/19 11:01:30 AM,33041.7,28106.8,8.65,40603.3,25.9502,,,,
744,03/16/19 11:11:30 AM,33041.7,28106.8,8.66,40593.0,25.9429,,,,
745,03/16/19 11:21:30 AM,33041.7,28112.3,8.67,40590.6,25.9412,,,,
746,03/16/19 11:31:30 AM,33041.7,28129.0,8.68,40604.2,25.9508,,,,
747,03/16/19 11:41:30 AM,33041.7,28142.8,8.70,40603.4,25.9502,,,,
748,03/16/19 11:51:30 AM,33041.7,28126.2,8.71,40569.3,25.9261,,,,
749,03/16/19 12:01:30 PM,33041.7,28170.6,8.72,40622.5,25.9638,,,,
750,03/16/19 12:11:30 PM,33041.7,28173.4,8.73,40616.2,25.9594,,,,
751,03/16/19 12:21:30 PM,33041.7,28156.7,8.74,40582.1,25.9351,,,,
752,03/16/19 12:31:30 PM,33041.7,28187.3,8.75,40615.5,25.9589,,,,
753,03/16/19 12:41:30 PM,33041.7,28192.9,8.75,40623.5,25.9645,,,,
754,03/16/19 12:51:30 PM,33041.7,28187.3,8.76,40605.2,25.9516,,,,
755,03/16/19 01:01:30 PM,33041.7,28178.9,8.78,40572.7,25.9284,,,,
756,03/16/19 01:11:30 PM,33041.7,28201.2,8.79,40594.2,25.9437,,,,
757,03/16/19 01:21:30 PM,33041.7,28229.1,8.80,40623.8,25.9647,,,,
758,03/16/19 01:31:30 PM,33041.7,28237.5,8.80,40635.7,25.9732,,,,
759,03/16/19 01:41:30 PM,33041.7,28223.5,8.81,40605.5,25.9517,,,,
760,03/16/19 01:51:30 PM,33041.7,28223.5,8.82,40595.2,25.9445,,,,
761,03/16/19 02:01:30 PM,33041.7,28245.8,8.83,40616.7,25.9597,,,,
762,03/16/19 02:11:30 PM,33041.7,28273.8,8.84,40646.4,25.9808,,,,
763,03/16/19 02:21:30 PM,33041.7,28273.8,8.86,40625.8,25.9662,,,,
764,03/16/19 02:31:30 PM,33041.7,28259.8,8.86,40605.9,25.9520,,,,
765,03/16/19 02:41:30 PM,33041.7,28265.4,8.87,40603.6,25.9504,,,,
766,03/16/19 02:51:30 PM,33041.7,28251.4,8.88,40573.4,25.9290,,,,
767,03/16/19 03:01:30 PM,33041.7,28273.8,8.89,40595.0,25.9443,,,,
768,03/16/19 03:11:30 PM,33041.7,28265.4,8.89,40583.1,25.9358,,,,
769,03/16/19 03:21:30 PM,33041.7,28273.8,8.90,40584.8,25.9370,,,,
770,03/16/19 03:31:30 PM,33041.7,28279.4,8.90,40592.7,25.9427,,,,
771,03/16/19 03:41:30 PM,33041.7,28273.8,8.90,40584.8,25.9370,,,,
772,03/16/19 03:51:30 PM,33041.7,28271.0,8.90,40580.8,25.9342,,,,
773,03/16/19 04:01:30 PM,33041.7,28273.8,8.91,40574.5,25.9297,,,,
774,03/16/19 04:11:30 PM,33041.7,28257.0,8.91,40550.6,25.9128,,,,
775,03/16/19 04:21:30 PM,33041.7,28257.0,8.91,40550.6,25.9128,,,,
776,03/16/19 04:31:30 PM,33041.7,28229.1,8.91,40510.9,25.8846,,,,
777,03/16/19 04:41:30 PM,33041.7,28229.1,8.93,40490.5,25.8701,,,,
778,03/16/19 04:51:30 PM,33041.7,28206.8,8.93,40458.8,25.8476,,,,
779,03/16/19 05:01:30 PM,33041.7,28176.2,8.93,40415.2,25.8167,,,,
780,03/16/19 05:11:30 PM,33041.7,28178.9,8.93,40419.1,25.8194,,,,
781,03/16/19 05:21:30 PM,33041.7,28109.6,8.94,40310.4,25.7423,,,,
782,03/16/19 05:31:30 PM,33041.7,28104.0,8.94,40302.4,25.7366,,,,
783,03/16/19 05:41:30 PM,33041.7,28059.8,8.95,40229.4,25.6849,,,,
784,03/16/19 05:51:30 PM,33041.7,28007.4,8.94,40165.1,25.6392,,,,
785,03/16/19 06:01:30 PM,33041.7,28023.9,8.95,40178.4,25.6487,,,,
786,03/16/19 06:11:30 PM,33041.7,27993.6,8.95,40135.3,25.6181,,,,
787,03/16/19 06:21:30 PM,33041.7,28032.2,8.95,40190.2,25.6570,,,,
788,03/16/19 06:31:30 PM,33041.7,28010.1,8.94,40168.9,25.6420,,,,
789,03/16/19 06:41:30 PM,33041.7,28023.9,8.94,40188.5,25.6559,,,,
790,03/16/19 06:51:30 PM,33041.7,28037.7,8.93,40218.3,25.6770,,,,
791,03/16/19 07:01:30 PM,33041.7,28001.9,8.93,40167.4,25.6409,,,,
792,03/16/19 07:11:30 PM,33041.7,28032.2,8.93,40210.5,25.6714,,,,
793,03/16/19 07:21:30 PM,33041.7,28023.9,8.91,40219.0,25.6775,,,,
794,03/16/19 07:31:30 PM,33041.7,28023.9,8.90,40229.2,25.6847,,,,
795,03/16/19 07:41:30 PM,33041.7,28018.4,8.91,40211.2,25.6719,,,,
796,03/16/19 07:51:30 PM,33041.7,28023.9,8.90,40229.2,25.6847,,,,
797,03/16/19 08:01:30 PM,33041.7,27993.6,8.89,40196.2,25.6613,,,,
798,03/16/19 08:11:30 PM,33041.7,28001.9,8.89,40208.0,25.6697,,,,
