"Plot Title: 20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °F (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Coupler Detached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
458,03/14/19 11:25:49 AM,11.87,47.01,0.00,0.0,,,,
459,03/14/19 11:35:49 AM,11.88,47.05,0.00,0.0,,,,
460,03/14/19 11:45:49 AM,11.88,47.05,0.00,0.0,,,,
461,03/14/19 11:55:49 AM,11.88,47.08,0.00,0.0,,,,
462,03/14/19 12:05:49 PM,11.87,47.08,0.00,0.0,,,,
463,03/14/19 12:15:49 PM,11.87,47.12,0.00,0.0,,,,
464,03/14/19 12:25:49 PM,11.86,47.12,0.00,0.0,,,,
465,03/14/19 12:35:49 PM,11.85,47.16,0.00,0.0,,,,
466,03/14/19 12:45:49 PM,11.86,47.19,0.00,0.0,,,,
467,03/14/19 12:55:49 PM,11.86,47.19,0.00,0.0,,,,
468,03/14/19 01:05:49 PM,11.85,47.23,0.00,0.0,,,,
469,03/14/19 01:15:49 PM,11.85,47.26,0.00,0.0,,,,
470,03/14/19 01:25:49 PM,11.84,47.30,0.00,0.0,,,,
471,03/14/19 01:35:49 PM,11.84,47.37,0.00,0.0,,,,
472,03/14/19 01:45:49 PM,11.83,47.41,0.00,0.0,,,,
473,03/14/19 01:55:49 PM,11.82,47.44,0.00,0.0,,,,
474,03/14/19 02:05:49 PM,11.82,47.44,0.00,0.0,,,,
475,03/14/19 02:15:49 PM,11.81,47.48,0.00,0.0,,,,
476,03/14/19 02:25:49 PM,11.80,47.48,0.00,0.0,,,,
477,03/14/19 02:35:49 PM,11.81,47.48,0.00,0.0,,,,
478,03/14/19 02:45:49 PM,11.81,47.52,0.00,0.0,,,,
479,03/14/19 02:55:49 PM,11.81,47.52,0.00,0.0,,,,
480,03/14/19 03:05:49 PM,11.81,47.52,0.00,0.0,,,,
481,03/14/19 03:15:49 PM,11.80,47.52,0.00,0.0,,,,
482,03/14/19 03:25:49 PM,11.81,47.52,0.00,0.0,,,,
483,03/14/19 03:35:49 PM,11.80,47.52,0.00,0.0,,,,
484,03/14/19 03:45:49 PM,11.82,47.55,0.00,0.0,,,,
485,03/14/19 03:55:49 PM,11.84,47.55,0.00,0.0,,,,
486,03/14/19 04:05:49 PM,11.83,47.59,0.00,0.0,,,,
487,03/14/19 04:15:49 PM,11.82,47.62,0.00,0.0,,,,
488,03/14/19 04:25:49 PM,11.82,47.62,0.00,0.0,,,,
489,03/14/19 04:35:49 PM,11.80,47.66,0.00,0.0,,,,
490,03/14/19 04:45:49 PM,11.81,47.70,0.00,0.0,,,,
491,03/14/19 04:55:49 PM,11.81,47.70,0.00,0.0,,,,
492,03/14/19 05:05:49 PM,11.79,47.70,0.00,0.0,,,,
493,03/14/19 05:15:49 PM,11.79,47.73,0.00,0.0,,,,
494,03/14/19 05:25:49 PM,11.79,47.73,0.00,0.0,,,,
495,03/14/19 05:35:49 PM,11.78,47.73,0.00,0.0,,,,
496,03/14/19 05:45:49 PM,11.76,47.73,0.00,0.0,,,,
497,03/14/19 05:55:49 PM,11.76,47.73,0.00,0.0,,,,
498,03/14/19 06:05:49 PM,11.76,47.73,0.00,0.0,,,,
499,03/14/19 06:15:49 PM,11.75,47.73,0.00,0.0,,,,
500,03/14/19 06:25:49 PM,11.75,47.73,0.00,0.0,,,,
501,03/14/19 06:35:49 PM,11.76,47.70,0.00,0.0,,,,
502,03/14/19 06:45:49 PM,11.76,47.70,0.00,0.0,,,,
503,03/14/19 06:55:49 PM,11.77,47.66,0.00,0.0,,,,
504,03/14/19 07:05:49 PM,11.77,47.62,0.00,0.0,,,,
505,03/14/19 07:15:49 PM,11.77,47.62,0.00,0.0,,,,
506,03/14/19 07:25:49 PM,11.76,47.59,0.00,0.0,,,,
507,03/14/19 07:35:49 PM,11.77,47.55,0.00,0.0,,,,
508,03/14/19 07:45:49 PM,11.77,47.52,0.00,0.0,,,,
509,03/14/19 07:55:49 PM,11.77,47.48,0.00,0.0,,,,
510,03/14/19 08:05:49 PM,11.77,47.48,0.00,0.0,,,,
511,03/14/19 08:15:49 PM,11.78,47.44,0.00,0.0,,,,
512,03/14/19 08:25:49 PM,11.79,47.44,0.00,0.0,,,,
513,03/14/19 08:35:49 PM,11.79,47.41,0.00,0.0,,,,
514,03/14/19 08:45:49 PM,11.79,47.41,0.00,0.0,,,,
515,03/14/19 08:55:49 PM,11.79,47.37,0.00,0.0,,,,
516,03/14/19 09:05:49 PM,11.78,47.34,0.00,0.0,,,,
517,03/14/19 09:15:49 PM,11.78,47.34,0.00,0.0,,,,
518,03/14/19 09:25:49 PM,11.79,47.34,0.00,0.0,,,,
519,03/14/19 09:35:49 PM,11.78,47.30,0.00,0.0,,,,
520,03/14/19 09:45:49 PM,11.77,47.30,0.00,0.0,,,,
521,03/14/19 09:55:49 PM,11.79,47.30,0.00,0.0,,,,
522,03/14/19 10:05:49 PM,11.80,47.30,0.00,0.0,,,,
523,03/14/19 10:15:49 PM,11.79,47.26,0.00,0.0,,,,
524,03/14/19 10:25:49 PM,11.79,47.26,0.00,0.0,,,,
525,03/14/19 10:35:49 PM,11.79,47.26,0.00,0.0,,,,
526,03/14/19 10:45:49 PM,11.80,47.26,0.00,0.0,,,,
527,03/14/19 10:55:49 PM,11.80,47.23,0.00,0.0,,,,
528,03/14/19 11:05:49 PM,11.80,47.23,0.00,0.0,,,,
529,03/14/19 11:15:49 PM,11.80,47.23,0.00,0.0,,,,
530,03/14/19 11:25:49 PM,11.79,47.23,0.00,0.0,,,,
531,03/14/19 11:35:49 PM,11.80,47.19,0.00,0.0,,,,
532,03/14/19 11:45:49 PM,11.80,47.19,0.00,0.0,,,,
533,03/14/19 11:55:49 PM,11.80,47.19,0.00,0.0,,,,
534,03/15/19 12:05:49 AM,11.80,47.19,0.00,0.0,,,,
535,03/15/19 12:15:49 AM,11.81,47.19,0.00,0.0,,,,
536,03/15/19 12:25:49 AM,11.80,47.19,0.00,0.0,,,,
537,03/15/19 12:35:49 AM,11.80,47.19,0.00,0.0,,,,
538,03/15/19 12:45:49 AM,11.80,47.19,0.00,0.0,,,,
539,03/15/19 12:55:49 AM,11.80,47.19,0.00,0.0,,,,
540,03/15/19 01:05:49 AM,11.80,47.19,0.00,0.0,,,,
541,03/15/19 01:15:49 AM,11.80,47.19,0.00,0.0,,,,
542,03/15/19 01:25:49 AM,11.82,47.19,0.00,0.0,,,,
543,03/15/19 01:35:49 AM,11.82,47.19,0.00,0.0,,,,
544,03/15/19 01:45:49 AM,11.81,47.16,0.00,0.0,,,,
545,03/15/19 01:55:49 AM,11.82,47.16,0.00,0.0,,,,
546,03/15/19 02:05:49 AM,11.83,47.16,0.00,0.0,,,,
547,03/15/19 02:15:49 AM,11.83,47.16,0.00,0.0,,,,
548,03/15/19 02:25:49 AM,11.83,47.12,0.00,0.0,,,,
549,03/15/19 02:35:49 AM,11.82,47.12,0.00,0.0,,,,
550,03/15/19 02:45:49 AM,11.82,47.12,0.00,0.0,,,,
551,03/15/19 02:55:49 AM,11.83,47.12,0.00,0.0,,,,
552,03/15/19 03:05:49 AM,11.83,47.12,0.00,0.0,,,,
553,03/15/19 03:15:49 AM,11.80,47.12,0.00,0.0,,,,
554,03/15/19 03:25:49 AM,11.82,47.12,0.00,0.0,,,,
555,03/15/19 03:35:49 AM,11.82,47.12,0.00,0.0,,,,
556,03/15/19 03:45:49 AM,11.83,47.12,0.00,0.0,,,,
557,03/15/19 03:55:49 AM,11.83,47.08,0.00,0.0,,,,
558,03/15/19 04:05:49 AM,11.83,47.08,0.00,0.0,,,,
559,03/15/19 04:15:49 AM,11.82,47.08,0.00,0.0,,,,
560,03/15/19 04:25:49 AM,11.82,47.08,0.00,0.0,,,,
561,03/15/19 04:35:49 AM,11.82,47.08,0.00,0.0,,,,
562,03/15/19 04:45:49 AM,11.83,47.08,0.00,0.0,,,,
563,03/15/19 04:55:49 AM,11.82,47.08,0.00,0.0,,,,
564,03/15/19 05:05:49 AM,11.82,47.08,0.00,0.0,,,,
565,03/15/19 05:15:49 AM,11.82,47.08,0.00,0.0,,,,
566,03/15/19 05:25:49 AM,11.82,47.08,0.00,0.0,,,,
567,03/15/19 05:35:49 AM,11.84,47.08,0.00,0.0,,,,
568,03/15/19 05:45:49 AM,11.83,47.08,0.00,0.0,,,,
569,03/15/19 05:55:49 AM,11.83,47.08,0.00,0.0,,,,
570,03/15/19 06:05:49 AM,11.82,47.08,0.00,0.0,,,,
571,03/15/19 06:15:49 AM,11.82,47.08,0.00,0.0,,,,
572,03/15/19 06:25:49 AM,11.82,47.08,0.00,0.0,,,,
573,03/15/19 06:35:49 AM,11.82,47.08,0.00,0.0,,,,
574,03/15/19 06:45:49 AM,11.82,47.08,0.00,0.0,,,,
575,03/15/19 06:55:49 AM,11.82,47.08,0.00,0.0,,,,
576,03/15/19 07:05:49 AM,11.82,47.08,0.00,0.0,,,,
577,03/15/19 07:15:49 AM,11.83,47.08,0.00,0.0,,,,
578,03/15/19 07:25:49 AM,11.82,47.12,0.00,0.0,,,,
579,03/15/19 07:35:49 AM,11.83,47.12,0.00,0.0,,,,
580,03/15/19 07:45:49 AM,11.83,47.12,0.00,0.0,,,,
581,03/15/19 07:55:49 AM,11.83,47.12,0.00,0.0,,,,
582,03/15/19 08:05:49 AM,11.83,47.12,0.00,0.0,,,,
583,03/15/19 08:15:49 AM,11.83,47.08,0.00,0.0,,,,
584,03/15/19 08:25:49 AM,11.83,47.12,0.00,0.0,,,,
585,03/15/19 08:35:49 AM,11.83,47.08,0.00,0.0,,,,
586,03/15/19 08:45:49 AM,11.84,47.08,0.00,0.0,,,,
587,03/15/19 08:55:49 AM,11.84,47.12,0.00,0.0,,,,
588,03/15/19 09:05:49 AM,11.85,47.12,0.00,0.0,,,,
589,03/15/19 09:15:49 AM,11.84,47.08,0.00,0.0,,,,
590,03/15/19 09:25:49 AM,11.83,47.12,0.00,0.0,,,,
591,03/15/19 09:35:49 AM,11.85,47.12,0.00,0.0,,,,
592,03/15/19 09:45:49 AM,11.85,47.12,0.00,0.0,,,,
593,03/15/19 09:55:49 AM,11.84,47.16,0.00,0.0,,,,
594,03/15/19 10:05:49 AM,11.83,47.16,0.00,0.0,,,,
595,03/15/19 10:15:49 AM,11.84,47.16,0.00,0.0,,,,
596,03/15/19 10:25:49 AM,11.83,47.19,0.00,0.0,,,,
597,03/15/19 10:35:49 AM,11.84,47.19,0.00,0.0,,,,
598,03/15/19 10:45:49 AM,11.84,47.19,0.00,0.0,,,,
599,03/15/19 10:55:49 AM,11.84,47.23,0.00,0.0,,,,
600,03/15/19 11:05:49 AM,11.83,47.23,0.00,0.0,,,,
601,03/15/19 11:15:49 AM,11.82,47.26,0.00,0.0,,,,
602,03/15/19 11:25:49 AM,11.82,47.26,0.00,0.0,,,,
603,03/15/19 11:35:49 AM,11.82,47.30,0.00,0.0,,,,
604,03/15/19 11:45:49 AM,11.82,47.30,0.00,0.0,,,,
605,03/15/19 11:55:49 AM,11.82,47.34,0.00,0.0,,,,
606,03/15/19 12:05:49 PM,11.83,47.34,0.00,0.0,,,,
607,03/15/19 12:15:49 PM,11.82,47.37,0.00,0.0,,,,
608,03/15/19 12:25:49 PM,11.82,47.37,0.00,0.0,,,,
609,03/15/19 12:35:49 PM,11.82,47.37,0.00,0.0,,,,
610,03/15/19 12:45:49 PM,11.83,47.41,0.00,0.0,,,,
611,03/15/19 12:55:49 PM,11.82,47.41,0.00,0.0,,,,
612,03/15/19 01:05:49 PM,11.82,47.41,0.00,0.0,,,,
613,03/15/19 01:15:49 PM,11.82,47.41,0.00,0.0,,,,
614,03/15/19 01:25:49 PM,11.83,47.44,0.00,0.0,,,,
615,03/15/19 01:35:49 PM,11.83,47.44,0.00,0.0,,,,
616,03/15/19 01:45:49 PM,11.82,47.48,0.00,0.0,,,,
617,03/15/19 01:55:49 PM,11.82,47.48,0.00,0.0,,,,
618,03/15/19 02:05:49 PM,11.81,47.52,0.00,0.0,,,,
619,03/15/19 02:15:49 PM,11.82,47.55,0.00,0.0,,,,
620,03/15/19 02:25:49 PM,11.80,47.55,0.00,0.0,,,,
621,03/15/19 02:35:49 PM,11.80,47.59,0.00,0.0,,,,
622,03/15/19 02:45:49 PM,11.79,47.59,0.00,0.0,,,,
623,03/15/19 02:55:49 PM,11.78,47.62,0.00,0.0,,,,
624,03/15/19 03:05:49 PM,11.78,47.62,0.00,0.0,,,,
625,03/15/19 03:15:49 PM,11.79,47.66,0.00,0.0,,,,
626,03/15/19 03:25:49 PM,11.80,47.66,0.00,0.0,,,,
627,03/15/19 03:35:49 PM,11.79,47.70,0.00,0.0,,,,
628,03/15/19 03:45:49 PM,11.77,47.70,0.00,0.0,,,,
629,03/15/19 03:55:49 PM,11.77,47.70,0.00,0.0,,,,
630,03/15/19 04:05:49 PM,11.79,47.70,0.00,0.0,,,,
631,03/15/19 04:15:49 PM,11.78,47.73,0.00,0.0,,,,
632,03/15/19 04:25:49 PM,11.79,47.73,0.00,0.0,,,,
633,03/15/19 04:35:49 PM,11.79,47.73,0.00,0.0,,,,
634,03/15/19 04:45:49 PM,11.79,47.73,0.00,0.0,,,,
635,03/15/19 04:55:49 PM,11.79,47.73,0.00,0.0,,,,
636,03/15/19 05:05:49 PM,11.77,47.73,0.00,0.0,,,,
637,03/15/19 05:15:49 PM,11.76,47.73,0.00,0.0,,,,
638,03/15/19 05:25:49 PM,11.77,47.73,0.00,0.0,,,,
639,03/15/19 05:35:49 PM,11.78,47.73,0.00,0.0,,,,
640,03/15/19 05:45:49 PM,11.77,47.70,0.00,0.0,,,,
641,03/15/19 05:55:49 PM,11.77,47.70,0.00,0.0,,,,
642,03/15/19 06:05:49 PM,11.76,47.70,0.00,0.0,,,,
643,03/15/19 06:15:49 PM,11.77,47.70,0.00,0.0,,,,
644,03/15/19 06:25:49 PM,11.77,47.70,0.00,0.0,,,,
645,03/15/19 06:35:49 PM,11.79,47.73,0.00,0.0,,,,
646,03/15/19 06:45:49 PM,11.77,47.77,0.00,0.0,,,,
647,03/15/19 06:55:49 PM,11.77,47.77,0.00,0.0,,,,
648,03/15/19 07:05:49 PM,11.77,47.77,0.00,0.0,,,,
649,03/15/19 07:15:49 PM,11.76,47.77,0.00,0.0,,,,
650,03/15/19 07:25:49 PM,11.76,47.73,0.00,0.0,,,,
651,03/15/19 07:35:49 PM,11.76,47.73,0.00,0.0,,,,
652,03/15/19 07:45:49 PM,11.74,47.70,0.00,0.0,,,,
653,03/15/19 07:55:49 PM,11.75,47.66,0.00,0.0,,,,
654,03/15/19 08:05:49 PM,11.74,47.62,0.00,0.0,,,,
655,03/15/19 08:15:49 PM,11.75,47.62,0.00,0.0,,,,
656,03/15/19 08:25:49 PM,11.73,47.59,0.00,0.0,,,,
657,03/15/19 08:35:49 PM,11.73,47.55,0.00,0.0,,,,
658,03/15/19 08:45:49 PM,11.74,47.52,0.00,0.0,,,,
659,03/15/19 08:55:49 PM,11.72,47.48,0.00,0.0,,,,
660,03/15/19 09:05:49 PM,11.73,47.44,0.00,0.0,,,,
661,03/15/19 09:15:49 PM,11.75,47.44,0.00,0.0,,,,
662,03/15/19 09:25:49 PM,11.75,47.41,0.00,0.0,,,,
663,03/15/19 09:35:49 PM,11.74,47.41,0.00,0.0,,,,
664,03/15/19 09:45:49 PM,11.76,47.37,0.00,0.0,,,,
665,03/15/19 09:55:49 PM,11.77,47.34,0.00,0.0,,,,
666,03/15/19 10:05:49 PM,11.75,47.34,0.00,0.0,,,,
667,03/15/19 10:15:49 PM,11.76,47.34,0.00,0.0,,,,
668,03/15/19 10:25:49 PM,11.77,47.30,0.00,0.0,,,,
669,03/15/19 10:35:49 PM,11.76,47.30,0.00,0.0,,,,
670,03/15/19 10:45:49 PM,11.75,47.30,0.00,0.0,,,,
671,03/15/19 10:55:49 PM,11.74,47.30,0.00,0.0,,,,
672,03/15/19 11:05:49 PM,11.75,47.30,0.00,0.0,,,,
673,03/15/19 11:15:49 PM,11.75,47.30,0.00,0.0,,,,
674,03/15/19 11:25:49 PM,11.74,47.30,0.00,0.0,,,,
675,03/15/19 11:35:49 PM,11.74,47.30,0.00,0.0,,,,
676,03/15/19 11:45:49 PM,11.74,47.30,0.00,0.0,,,,
677,03/15/19 11:55:49 PM,11.73,47.30,0.00,0.0,,,,
678,03/16/19 12:05:49 AM,11.72,47.30,0.00,0.0,,,,
679,03/16/19 12:15:49 AM,11.73,47.30,0.00,0.0,,,,
680,03/16/19 12:25:49 AM,11.74,47.30,0.00,0.0,,,,
681,03/16/19 12:35:49 AM,11.75,47.30,0.00,0.0,,,,
682,03/16/19 12:45:49 AM,11.75,47.26,0.00,0.0,,,,
683,03/16/19 12:55:49 AM,11.75,47.26,0.00,0.0,,,,
684,03/16/19 01:05:49 AM,11.74,47.26,0.00,0.0,,,,
685,03/16/19 01:15:49 AM,11.73,47.26,0.00,0.0,,,,
686,03/16/19 01:25:49 AM,11.76,47.23,0.00,0.0,,,,
687,03/16/19 01:35:49 AM,11.76,47.23,0.00,0.0,,,,
688,03/16/19 01:45:49 AM,11.76,47.23,0.00,0.0,,,,
689,03/16/19 01:55:49 AM,11.76,47.19,0.00,0.0,,,,
690,03/16/19 02:05:49 AM,11.77,47.16,0.00,0.0,,,,
691,03/16/19 02:15:49 AM,11.78,47.16,0.00,0.0,,,,
692,03/16/19 02:25:49 AM,11.76,47.16,0.00,0.0,,,,
693,03/16/19 02:35:49 AM,11.78,47.12,0.00,0.0,,,,
694,03/16/19 02:45:49 AM,11.78,47.12,0.00,0.0,,,,
695,03/16/19 02:55:49 AM,11.78,47.12,0.00,0.0,,,,
696,03/16/19 03:05:49 AM,11.76,47.12,0.00,0.0,,,,
697,03/16/19 03:15:49 AM,11.77,47.12,0.00,0.0,,,,
698,03/16/19 03:25:49 AM,11.78,47.08,0.00,0.0,,,,
699,03/16/19 03:35:49 AM,11.77,47.08,0.00,0.0,,,,
700,03/16/19 03:45:49 AM,11.78,47.08,0.00,0.0,,,,
701,03/16/19 03:55:49 AM,11.78,47.08,0.00,0.0,,,,
702,03/16/19 04:05:49 AM,11.79,47.08,0.00,0.0,,,,
703,03/16/19 04:15:49 AM,11.80,47.08,0.00,0.0,,,,
704,03/16/19 04:25:49 AM,11.79,47.05,0.00,0.0,,,,
705,03/16/19 04:35:49 AM,11.79,47.05,0.00,0.0,,,,
706,03/16/19 04:45:49 AM,11.81,47.05,0.00,0.0,,,,
707,03/16/19 04:55:49 AM,11.80,47.05,0.00,0.0,,,,
708,03/16/19 05:05:49 AM,11.80,47.05,0.00,0.0,,,,
709,03/16/19 05:15:49 AM,11.79,47.05,0.00,0.0,,,,
710,03/16/19 05:25:49 AM,11.79,47.05,0.00,0.0,,,,
711,03/16/19 05:35:49 AM,11.80,47.05,0.00,0.0,,,,
712,03/16/19 05:45:49 AM,11.80,47.05,0.00,0.0,,,,
713,03/16/19 05:55:49 AM,11.79,47.05,0.00,0.0,,,,
714,03/16/19 06:05:49 AM,11.79,47.05,0.00,0.0,,,,
715,03/16/19 06:15:49 AM,11.80,47.05,0.00,0.0,,,,
716,03/16/19 06:25:49 AM,11.78,47.05,0.00,0.0,,,,
717,03/16/19 06:35:49 AM,11.80,47.05,0.00,0.0,,,,
718,03/16/19 06:45:49 AM,11.78,47.05,0.00,0.0,,,,
719,03/16/19 06:55:49 AM,11.79,47.05,0.00,0.0,,,,
720,03/16/19 07:05:49 AM,11.80,47.05,0.00,0.0,,,,
721,03/16/19 07:15:49 AM,11.80,47.01,0.00,0.0,,,,
722,03/16/19 07:25:49 AM,11.81,47.01,0.00,0.0,,,,
723,03/16/19 07:35:49 AM,11.80,47.01,0.00,0.0,,,,
724,03/16/19 07:45:49 AM,11.80,47.01,0.00,0.0,,,,
725,03/16/19 07:55:49 AM,11.79,47.01,0.00,0.0,,,,
726,03/16/19 08:05:49 AM,11.81,47.01,0.00,0.0,,,,
727,03/16/19 08:15:49 AM,11.80,47.01,0.00,0.0,,,,
728,03/16/19 08:25:49 AM,11.80,47.01,0.00,0.0,,,,
729,03/16/19 08:35:49 AM,11.80,47.01,0.00,0.0,,,,
730,03/16/19 08:45:49 AM,11.80,47.01,0.00,0.0,,,,
731,03/16/19 08:55:49 AM,11.79,47.05,0.00,0.0,,,,
732,03/16/19 09:05:49 AM,11.80,47.05,0.00,0.0,,,,
733,03/16/19 09:15:49 AM,11.80,47.05,0.00,0.0,,,,
734,03/16/19 09:25:49 AM,11.79,47.08,0.00,0.0,,,,
735,03/16/19 09:35:49 AM,11.79,47.08,0.00,0.0,,,,
736,03/16/19 09:45:49 AM,11.79,47.12,0.00,0.0,,,,
737,03/16/19 09:55:49 AM,11.78,47.16,0.00,0.0,,,,
738,03/16/19 10:05:49 AM,11.80,47.16,0.00,0.0,,,,
739,03/16/19 10:15:49 AM,11.79,47.19,0.00,0.0,,,,
740,03/16/19 10:25:49 AM,11.80,47.23,0.00,0.0,,,,
741,03/16/19 10:35:49 AM,11.79,47.23,0.00,0.0,,,,
742,03/16/19 10:45:49 AM,11.78,47.26,0.00,0.0,,,,
743,03/16/19 10:55:49 AM,11.79,47.30,0.00,0.0,,,,
744,03/16/19 11:05:49 AM,11.79,47.30,0.00,0.0,,,,
745,03/16/19 11:15:49 AM,11.79,47.34,0.00,0.0,,,,
746,03/16/19 11:25:49 AM,11.78,47.34,0.00,0.0,,,,
747,03/16/19 11:35:49 AM,11.78,47.37,0.00,0.0,,,,
748,03/16/19 11:45:49 AM,11.77,47.41,0.00,0.0,,,,
749,03/16/19 11:55:49 AM,11.77,47.44,0.00,0.0,,,,
750,03/16/19 12:05:49 PM,11.77,47.44,0.00,0.0,,,,
751,03/16/19 12:15:49 PM,11.77,47.44,0.00,0.0,,,,
752,03/16/19 12:25:49 PM,11.77,47.48,0.00,0.0,,,,
753,03/16/19 12:35:49 PM,11.76,47.48,0.00,0.0,,,,
754,03/16/19 12:45:49 PM,11.74,47.52,0.00,0.0,,,,
755,03/16/19 12:55:49 PM,11.75,47.52,0.00,0.0,,,,
756,03/16/19 01:05:49 PM,11.74,47.52,0.00,0.0,,,,
757,03/16/19 01:15:49 PM,11.73,47.55,0.00,0.0,,,,
758,03/16/19 01:25:49 PM,11.74,47.55,0.00,0.0,,,,
759,03/16/19 01:35:49 PM,11.73,47.59,0.00,0.0,,,,
760,03/16/19 01:45:49 PM,11.73,47.59,0.00,0.0,,,,
761,03/16/19 01:55:49 PM,11.73,47.62,0.00,0.0,,,,
762,03/16/19 02:05:49 PM,11.73,47.62,0.00,0.0,,,,
763,03/16/19 02:15:49 PM,11.72,47.66,0.00,0.0,,,,
764,03/16/19 02:25:49 PM,11.73,47.66,0.00,0.0,,,,
765,03/16/19 02:35:49 PM,11.72,47.70,0.00,0.0,,,,
766,03/16/19 02:45:49 PM,11.71,47.70,0.00,0.0,,,,
767,03/16/19 02:55:49 PM,11.72,47.73,0.00,0.0,,,,
768,03/16/19 03:05:49 PM,11.72,47.73,0.00,0.0,,,,
769,03/16/19 03:15:49 PM,11.72,47.73,0.00,0.0,,,,
770,03/16/19 03:25:49 PM,11.72,47.77,0.00,0.0,,,,
771,03/16/19 03:35:49 PM,11.72,47.77,0.00,0.0,,,,
772,03/16/19 03:45:49 PM,11.70,47.77,0.00,0.0,,,,
773,03/16/19 03:55:49 PM,11.71,47.77,0.00,0.0,,,,
774,03/16/19 04:05:49 PM,11.72,47.77,0.00,0.0,,,,
775,03/16/19 04:15:49 PM,11.72,47.80,0.00,0.0,,,,
776,03/16/19 04:25:49 PM,11.73,47.77,0.00,0.0,,,,
777,03/16/19 04:35:49 PM,11.74,47.80,0.00,0.0,,,,
778,03/16/19 04:45:49 PM,11.73,47.80,0.00,0.0,,,,
779,03/16/19 04:55:49 PM,11.74,47.80,0.00,0.0,,,,
780,03/16/19 05:05:49 PM,11.75,47.80,0.00,0.0,,,,
781,03/16/19 05:15:49 PM,11.76,47.80,0.00,0.0,,,,
782,03/16/19 05:25:49 PM,11.77,47.80,0.00,0.0,,,,
783,03/16/19 05:35:49 PM,11.79,47.80,0.00,0.0,,,,
784,03/16/19 05:45:49 PM,11.80,47.84,0.00,0.0,,,,
785,03/16/19 05:55:49 PM,11.80,47.84,0.00,0.0,,,,
786,03/16/19 06:05:49 PM,11.78,47.84,0.00,0.0,,,,
787,03/16/19 06:15:49 PM,11.77,47.84,0.00,0.0,,,,
788,03/16/19 06:25:49 PM,11.77,47.84,0.00,0.0,,,,
789,03/16/19 06:35:49 PM,11.74,47.84,0.00,0.0,,,,
790,03/16/19 06:45:49 PM,11.74,47.80,0.00,0.0,,,,
791,03/16/19 06:55:49 PM,11.73,47.80,0.00,0.0,,,,
792,03/16/19 07:05:49 PM,11.71,47.80,0.00,0.0,,,,
793,03/16/19 07:15:49 PM,11.72,47.80,0.00,0.0,,,,
794,03/16/19 07:25:49 PM,11.71,47.77,0.00,0.0,,,,
795,03/16/19 07:35:49 PM,11.71,47.77,0.00,0.0,,,,
796,03/16/19 07:45:49 PM,11.71,47.77,0.00,0.0,,,,
797,03/16/19 07:55:49 PM,11.70,47.77,0.00,0.0,,,,
798,03/16/19 08:05:49 PM,11.71,47.77,0.00,0.0,,,,
799,03/16/19 08:15:49 PM,11.71,47.73,0.00,0.0,,,,
800,03/16/19 08:25:49 PM,11.70,47.73,0.00,0.0,,,,
801,03/16/19 08:35:49 PM,11.70,47.70,0.00,0.0,,,,
802,03/16/19 08:45:49 PM,11.70,47.70,0.00,0.0,,,,
803,03/16/19 08:55:49 PM,11.68,47.66,0.00,0.0,,,,
804,03/16/19 09:05:49 PM,11.70,47.62,0.00,0.0,,,,
805,03/16/19 09:15:49 PM,11.67,47.62,0.00,0.0,,,,
806,03/16/19 09:25:49 PM,11.70,47.59,0.00,0.0,,,,
807,03/16/19 09:35:49 PM,11.70,47.59,0.00,0.0,,,,
808,03/16/19 09:45:49 PM,11.70,47.59,0.00,0.0,,,,
809,03/16/19 09:55:49 PM,11.71,47.55,0.00,0.0,,,,
810,03/16/19 10:05:49 PM,11.70,47.55,0.00,0.0,,,,
811,03/16/19 10:15:49 PM,11.70,47.52,0.00,0.0,,,,
812,03/16/19 10:25:49 PM,11.71,47.52,0.00,0.0,,,,
813,03/16/19 10:35:49 PM,11.71,47.48,0.00,0.0,,,,
814,03/16/19 10:45:49 PM,11.71,47.48,0.00,0.0,,,,
815,03/16/19 10:55:49 PM,11.70,47.48,0.00,0.0,,,,
816,03/16/19 11:05:49 PM,11.72,47.44,0.00,0.0,,,,
817,03/16/19 11:15:49 PM,11.72,47.44,0.00,0.0,,,,
818,03/16/19 11:25:49 PM,11.73,47.44,0.00,0.0,,,,
819,03/16/19 11:35:49 PM,11.72,47.41,0.00,0.0,,,,
820,03/16/19 11:45:49 PM,11.71,47.41,0.00,0.0,,,,
821,03/16/19 11:55:49 PM,11.71,47.41,0.00,0.0,,,,
822,03/17/19 12:05:49 AM,11.74,47.37,0.00,0.0,,,,
823,03/17/19 12:15:49 AM,11.74,47.37,0.00,0.0,,,,
824,03/17/19 12:25:49 AM,11.74,47.34,0.00,0.0,,,,
825,03/17/19 12:35:49 AM,11.75,47.34,0.00,0.0,,,,
826,03/17/19 12:45:49 AM,11.74,47.30,0.00,0.0,,,,
827,03/17/19 12:55:49 AM,11.74,47.30,0.00,0.0,,,,
828,03/17/19 01:05:49 AM,11.74,47.26,0.00,0.0,,,,
829,03/17/19 01:15:49 AM,11.73,47.26,0.00,0.0,,,,
